Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity,Order ID,SalesAmountWithoutShipping,SalesAmountWithShipping
Not Specified,178.47,19.99,2540,Helen Ferguson,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",South,Florida,Winter Springs,2010-07-04,2010-08-04,1,91017,178.47,198.46
Medium,30.56,2.99,2540,Helen Ferguson,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Surelock™ Post Binders,South,Florida,Winter Springs,2011-04-09,2011-06-09,5,91019,152.79999999999998,155.79
Medium,2.61,0.5,2540,Helen Ferguson,Express Air,Home Office,Office Supplies,Labels,Small Box,Avery 494,South,Florida,Winter Springs,2013-01-21,2013-01-22,11,91022,28.709999999999997,29.209999999999997
High,24.92,12.98,2540,Helen Ferguson,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,South,Florida,Winter Springs,2013-07-16,2013-07-17,9,91023,224.28000000000003,237.26000000000002
High,2.7800000000000002,0.97,2542,Anne Kelley,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 339,East,New York,Rye,2012-03-10,2012-05-10,20,87921,55.60000000000001,56.57000000000001
High,62.18,10.84,2542,Anne Kelley,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,Deflect-o Glass Clear Studded Chair Mats,East,New York,Rye,2013-03-04,2013-05-04,7,87924,435.26,446.09999999999997
Critical,152.48,4.0,2542,Anne Kelley,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,East,New York,Rye,2013-10-11,2013-12-11,11,87930,1677.28,1681.28
Critical,15.04,1.97,2542,Anne Kelley,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,East,New York,Rye,2013-10-11,2013-11-11,38,87930,571.52,573.49
Medium,15.68,3.73,2543,Josephine Dalton,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,Artistic Insta-Plaque,South,Virginia,Richmond,2010-11-12,2010-12-12,17,87917,266.56,270.29
Medium,195.99,4.2,2543,Josephine Dalton,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,T65,South,Virginia,Richmond,2010-11-12,2010-12-12,19,87917,3723.8100000000004,3728.01
Not Specified,6.48,8.4,2543,Josephine Dalton,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 212,South,Virginia,Richmond,2013-09-18,2013-09-18,15,87929,97.2,105.60000000000001
Not Specified,15.42,5.41,2543,Josephine Dalton,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Decoflex Hanging Personal Folder File,South,Virginia,Richmond,2013-09-18,2013-09-20,24,87929,370.08,375.49
Medium,2.21,1.0,2544,Harvey Barefoot,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Alpha® White Chalk, 12/Pack",South,Virginia,Roanoke,2011-11-24,2011-11-25,23,87918,50.83,51.83
High,10.01,1.99,2544,Harvey Barefoot,Express Air,Small Business,Technology,Computer Peripherals,Small Pack,TDK 4.7GB DVD-R,South,Virginia,Roanoke,2013-01-04,2013-03-04,1,87923,10.01,12.0
Medium,99.99,19.99,2545,Rick Ellis,Express Air,Home Office,Technology,Office Machines,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,South,Virginia,Springfield,2010-10-03,2010-12-03,2,87915,199.98,219.97
Medium,6.37,5.19,2545,Rick Ellis,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",South,Virginia,Springfield,2011-11-24,2011-11-26,17,87918,108.29,113.48
Medium,6.68,6.93,2545,Rick Ellis,Express Air,Home Office,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),South,Virginia,Springfield,2012-04-20,2012-04-21,12,87919,80.16,87.09
Medium,95.99,35.0,2545,Rick Ellis,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Safco Industrial Wire Shelving,South,Virginia,Springfield,2012-04-20,2012-04-22,7,87919,671.93,706.93
Low,35.99,1.25,2545,Rick Ellis,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory23,South,Virginia,Springfield,2012-10-29,2012-03-11,11,87922,395.89000000000004,397.14000000000004
Not Specified,12.97,1.49,2545,Rick Ellis,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",South,Virginia,Springfield,2013-04-06,2013-06-06,3,87925,38.910000000000004,40.400000000000006
Medium,8.6,6.19,2545,Rick Ellis,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,South,Virginia,Springfield,2013-10-08,2013-12-08,1,87926,8.6,14.79
Medium,165.2,19.99,2545,Rick Ellis,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,South,Virginia,Springfield,2013-10-08,2013-11-08,5,87926,826.0,845.99
Not Specified,4.38,6.21,2546,Jesse Fisher,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Acco 3-Hole Punch,South,Virginia,Suffolk,2012-02-07,2012-03-07,8,87920,35.04,41.25
Not Specified,1.8900000000000001,0.76,2546,Jesse Fisher,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Revere Boxed Rubber Bands by Revere,South,Virginia,Suffolk,2012-02-07,2012-03-07,13,87920,24.57,25.330000000000002
Not Specified,9.31,3.98,2546,Jesse Fisher,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Forged Steel Scissors with Black Enamel Handles,South,Virginia,Suffolk,2012-02-07,2012-05-07,10,87920,93.10000000000001,97.08000000000001
High,43.41,2.99,2546,Jesse Fisher,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Satellite Sectional Post Binders,South,Virginia,Suffolk,2013-12-16,2013-12-17,3,87931,130.23,133.22
Medium,24.92,12.98,2546,Jesse Fisher,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Therm-A-Bind Covers,South,Virginia,Suffolk,2013-12-25,2013-12-26,2,87932,49.84,62.82000000000001
Low,6.48,9.54,2547,Edna Freeman,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1905,South,Virginia,Virginia Beach,2010-10-19,2010-10-19,1,87916,6.48,16.02
High,2.61,0.5,2547,Edna Freeman,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 479,South,Virginia,Virginia Beach,2012-03-10,2012-05-10,20,87921,52.199999999999996,52.699999999999996
High,51.75,19.99,2547,Edna Freeman,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",South,Virginia,Virginia Beach,2012-03-10,2012-05-10,20,87921,1035.0,1054.99
Not Specified,3.15,0.5,2547,Edna Freeman,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 520,South,Virginia,Virginia Beach,2013-12-09,2013-09-14,13,87927,40.949999999999996,41.449999999999996
High,140.98,36.09,2547,Edna Freeman,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",South,Virginia,Virginia Beach,2013-09-15,2013-09-16,11,87928,1550.78,1586.87
Low,35.99,0.99,2548,Wayne Bass,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,West,California,Los Angeles,2010-04-04,2010-11-04,46,46436,1655.5400000000002,1656.5300000000002
Low,30.98,9.18,2548,Wayne Bass,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1951,West,California,Los Angeles,2010-04-21,2010-04-21,12,40997,371.76,380.94
Low,22.99,8.99,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,West,California,Los Angeles,2010-04-21,2010-04-28,37,40997,850.63,859.62
Low,212.6,110.2,2548,Wayne Bass,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,West,California,Los Angeles,2010-04-21,2010-04-25,33,40997,7015.8,7126.0
Not Specified,5.98,1.67,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",West,California,Los Angeles,2010-04-12,2010-07-12,81,29889,484.38000000000005,486.05000000000007
Low,8.33,1.99,2548,Wayne Bass,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",West,California,Los Angeles,2011-06-17,2011-06-19,12,4610,99.96000000000001,101.95
Low,15.67,1.3900000000000001,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",West,California,Los Angeles,2011-06-17,2011-06-21,44,4610,689.48,690.87
Medium,26.38,5.86,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1935,West,California,Los Angeles,2011-07-26,2011-07-27,56,19205,1477.28,1483.1399999999999
Medium,3.26,1.8599999999999999,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",West,California,Los Angeles,2011-07-26,2011-07-28,37,19205,120.61999999999999,122.47999999999999
Not Specified,6.8100000000000005,5.48,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,California,Los Angeles,2012-04-03,2012-06-03,35,27811,238.35000000000002,243.83
Not Specified,15.99,13.18,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",West,California,Los Angeles,2012-04-03,2012-05-03,4,27811,63.96,77.14
Low,14.97,7.51,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Pizazz® Global Quick File™,West,California,Los Angeles,2013-04-21,2013-04-23,1,40997,14.97,22.48
High,135.99,28.63,2548,Wayne Bass,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Global Deluxe High-Back Office Chair in Storm,West,California,Los Angeles,2013-05-30,2013-05-31,3,50181,407.97,436.6
Medium,2.6,2.4,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,West,California,Los Angeles,2013-07-09,2013-09-09,25,43713,65.0,67.4
High,11.66,8.99,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,West,California,Los Angeles,2013-10-24,2013-10-26,17,53445,198.22,207.21
High,3.29,1.35,2548,Wayne Bass,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Acco® Hot Clips™ Clips to Go,West,California,Los Angeles,2013-10-24,2013-10-26,44,53445,144.76,146.10999999999999
Low,30.98,9.18,2549,Martha Bowers,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1951,East,Ohio,Whitehall,2010-04-21,2010-04-21,3,88657,92.94,102.12
Low,22.99,8.99,2549,Martha Bowers,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston KS Multi-Size Manual Pencil Sharpener,East,Ohio,Whitehall,2010-04-21,2010-04-28,9,88657,206.91,215.9
Low,212.6,110.2,2549,Martha Bowers,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Round Conference Table,East,Ohio,Whitehall,2010-04-21,2010-04-25,8,88657,1700.8,1811.0
Not Specified,5.98,1.67,2549,Martha Bowers,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",East,Ohio,Whitehall,2010-04-12,2010-07-12,20,88658,119.60000000000001,121.27000000000001
Not Specified,6.8100000000000005,5.48,2549,Martha Bowers,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,East,Ohio,Whitehall,2012-04-03,2012-06-03,9,88661,61.290000000000006,66.77000000000001
Low,14.97,7.51,2549,Martha Bowers,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Pizazz® Global Quick File™,East,Ohio,Whitehall,2013-04-21,2013-04-23,1,88662,14.97,22.48
Low,8.33,1.99,2550,Arlene Barry Kane,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",East,Pennsylvania,Wilkes Barre,2011-06-17,2011-06-19,3,88659,24.990000000000002,26.98
Low,15.67,1.3900000000000001,2550,Arlene Barry Kane,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",East,Pennsylvania,Wilkes Barre,2011-06-17,2011-06-21,11,88659,172.37,173.76
Medium,26.38,5.86,2550,Arlene Barry Kane,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1935,East,Pennsylvania,Wilkes Barre,2011-07-26,2011-07-27,14,88660,369.32,375.18
Medium,3.26,1.8599999999999999,2550,Arlene Barry Kane,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",East,Pennsylvania,Wilkes Barre,2011-07-26,2011-07-28,9,88660,29.339999999999996,31.199999999999996
Not Specified,15.99,13.18,2550,Arlene Barry Kane,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",East,Pennsylvania,Wilkes Barre,2012-04-03,2012-05-03,1,88661,15.99,29.17
Low,35.99,0.99,2551,Joan Bowers,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,East,Pennsylvania,York,2010-04-04,2010-11-04,12,88656,431.88,432.87
High,135.99,28.63,2551,Joan Bowers,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Global Deluxe High-Back Office Chair in Storm,East,Pennsylvania,York,2013-05-30,2013-05-31,1,88663,135.99,164.62
Medium,2.6,2.4,2551,Joan Bowers,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,East,Pennsylvania,York,2013-07-09,2013-09-09,6,88664,15.600000000000001,18.0
High,11.66,8.99,2551,Joan Bowers,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,East,Pennsylvania,York,2013-10-24,2013-10-26,4,88665,46.64,55.63
High,3.29,1.35,2551,Joan Bowers,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Acco® Hot Clips™ Clips to Go,East,Pennsylvania,York,2013-10-24,2013-10-26,11,88665,36.19,37.54
Medium,12.53,7.17,2553,Virginia McNeill,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC ProClick Spines for 32-Hole Punch,Central,Wisconsin,Kenosha,2010-12-02,2010-02-13,1,86528,12.53,19.7
Low,7.59,4.0,2553,Virginia McNeill,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Central,Wisconsin,Kenosha,2013-02-23,2013-02-25,10,86533,75.9,79.9
Not Specified,32.98,5.5,2554,Harvey Sanchez,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Central,Wisconsin,La Crosse,2012-10-11,2012-11-11,30,86532,989.3999999999999,994.8999999999999
Not Specified,5.98,10.39,2554,Harvey Sanchez,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1895,Central,Wisconsin,La Crosse,2012-10-11,2012-11-11,31,86532,185.38000000000002,195.77000000000004
Not Specified,65.99,8.99,2554,Harvey Sanchez,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Talkabout T8367,Central,Wisconsin,La Crosse,2012-10-11,2012-12-11,1,86532,65.99,74.97999999999999
Low,11.7,5.63,2554,Harvey Sanchez,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes Binding Cases,Central,Wisconsin,La Crosse,2013-02-23,2013-02-25,9,86533,105.3,110.92999999999999
Low,6.98,1.6,2554,Harvey Sanchez,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Central,Wisconsin,La Crosse,2013-02-23,2013-02-25,11,86533,76.78,78.38
Low,2.6,2.4,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,Central,Wisconsin,Madison,2010-09-01,2010-01-14,12,86527,31.200000000000003,33.6
Critical,12.97,1.49,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Central,Wisconsin,Madison,2010-02-08,2010-03-08,19,86529,246.43,247.92000000000002
Critical,4.91,0.5,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,Central,Wisconsin,Madison,2010-02-08,2010-02-08,9,86529,44.19,44.69
Low,420.98,19.99,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,Central,Wisconsin,Madison,2011-09-28,2011-02-10,20,86530,8419.6,8439.59
Low,16.74,7.04,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Rogers® Profile Extra Capacity Storage Tub,Central,Wisconsin,Madison,2011-09-28,2011-02-10,22,86530,368.28,375.32
High,11.34,5.01,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 188,Central,Wisconsin,Madison,2012-01-06,2012-01-06,5,86531,56.7,61.71
Not Specified,5.18,2.04,2555,Karl Knowles,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,Central,Wisconsin,Madison,2012-10-11,2012-12-11,21,86532,108.78,110.82000000000001
High,68.81,60.0,2556,Tamara Bartlett Cheek,Delivery Truck,Home Office,Office Supplies,Appliances,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,Wisconsin,Manitowoc,2012-01-06,2012-03-06,9,86531,619.29,679.29
High,20.99,4.8100000000000005,2558,Yvonne Pearson,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,1726 Digital Answering Machine,East,Ohio,Mentor,2011-08-01,2011-10-01,6,90619,125.94,130.75
High,2.94,0.7000000000000001,2558,Yvonne Pearson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 338,East,Ohio,Mentor,2013-07-17,2013-07-19,15,90620,44.1,44.800000000000004
High,17.52,8.17,2560,Tiffany Honeycutt,Regular Air,Consumer,Office Supplies,Appliances,Medium Box,Bionaire 99.97% HEPA Air Cleaner,East,New York,Oceanside,2011-04-16,2011-04-18,9,86467,157.68,165.85
High,9.9,1.3900000000000001,2560,Tiffany Honeycutt,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,#6 3/4 Gummed Flap White Envelopes,East,New York,Oceanside,2011-04-16,2011-04-18,6,86467,59.400000000000006,60.790000000000006
Not Specified,160.98,30.0,2561,Laurie Moon,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,East,New York,Ossining,2010-03-22,2010-03-25,11,86465,1770.78,1800.78
Not Specified,3.98,5.26,2561,Laurie Moon,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,East,New York,Ossining,2010-08-10,2010-10-10,7,86466,27.86,33.12
Not Specified,12.22,2.85,2561,Laurie Moon,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,East,New York,Ossining,2010-08-10,2010-08-10,12,86466,146.64000000000001,149.49
Not Specified,15.98,4.0,2561,Laurie Moon,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,East,New York,Ossining,2013-03-22,2013-03-24,10,86469,159.8,163.8
Not Specified,304.99,19.99,2561,Laurie Moon,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Hi-Tech Manual Binding System,East,New York,Ossining,2013-10-29,2013-10-31,7,86470,2134.9300000000003,2154.92
Not Specified,5.84,1.0,2562,Norma Higgins,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",East,New York,Plainview,2011-06-19,2011-06-20,11,86468,64.24,65.24
Not Specified,4.55,1.49,2563,Karen Warren,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Presstex Flexible Ring Binders,Central,Minnesota,Fridley,2010-08-04,2010-09-04,9,91447,40.949999999999996,42.44
Medium,35.44,5.09,2563,Karen Warren,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1932,Central,Minnesota,Fridley,2011-08-26,2011-08-28,11,91448,389.84,394.92999999999995
Medium,125.99,5.26,2563,Karen Warren,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,232,Central,Minnesota,Fridley,2011-08-26,2011-08-27,7,91448,881.93,887.1899999999999
Not Specified,3499.99,24.49,2564,Carla Wilson,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Canon imageCLASS 2200 Advanced Copier,Central,Minnesota,Inver Grove Heights,2011-10-22,2011-10-23,4,91449,13999.96,14024.449999999999
Not Specified,4.98,4.95,2564,Carla Wilson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,Central,Minnesota,Inver Grove Heights,2013-07-20,2013-07-20,9,91450,44.82000000000001,49.77000000000001
Not Specified,7.59,4.0,2564,Carla Wilson,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Central,Minnesota,Inver Grove Heights,2013-07-20,2013-07-22,10,91450,75.9,79.9
Not Specified,2.18,0.78,2564,Carla Wilson,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Stockwell Push Pins,Central,Minnesota,Inver Grove Heights,2013-07-20,2013-07-21,14,91450,30.520000000000003,31.300000000000004
Medium,35.44,5.09,2565,Amanda Kay,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1932,West,Washington,Seattle,2011-08-26,2011-08-28,43,46375,1523.9199999999998,1529.0099999999998
Medium,125.99,5.26,2565,Amanda Kay,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,232,West,Washington,Seattle,2011-08-26,2011-08-27,29,46375,3653.71,3658.9700000000003
Not Specified,3499.99,24.49,2565,Amanda Kay,Regular Air,Home Office,Technology,Copiers and Fax,Large Box,Canon imageCLASS 2200 Advanced Copier,West,Washington,Seattle,2011-10-22,2011-10-23,14,48800,48999.86,49024.35
Not Specified,4.55,1.49,2565,Amanda Kay,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Presstex Flexible Ring Binders,West,Washington,Seattle,2013-08-04,2013-09-04,37,31171,168.35,169.84
Not Specified,4.98,4.95,2565,Amanda Kay,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,West,Washington,Seattle,2013-07-20,2013-07-20,36,49927,179.28000000000003,184.23000000000002
Not Specified,7.59,4.0,2565,Amanda Kay,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",West,Washington,Seattle,2013-07-20,2013-07-22,39,49927,296.01,300.01
Not Specified,2.18,0.78,2565,Amanda Kay,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Stockwell Push Pins,West,Washington,Seattle,2013-07-20,2013-07-21,55,49927,119.9,120.68
Low,24.95,2.99,2566,Jerry Barber,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Large Capacity Hanging Post Binders,East,Pennsylvania,York,2013-07-21,2013-07-23,15,90877,374.25,377.24
Low,12.2,6.02,2567,Dolores Vincent,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Advantus Panel Wall Certificate Holder - 8.5x11,Central,Texas,Houston,2011-02-27,2011-04-03,24,58820,292.79999999999995,298.81999999999994
Low,14.98,8.99,2567,Dolores Vincent,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Central,Texas,Houston,2013-07-21,2013-07-25,43,16098,644.14,653.13
Low,24.95,2.99,2567,Dolores Vincent,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Large Capacity Hanging Post Binders,Central,Texas,Houston,2013-07-21,2013-07-23,62,16098,1546.8999999999999,1549.8899999999999
Critical,17.48,1.99,2567,Dolores Vincent,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Central,Texas,Houston,2013-05-08,2013-06-08,88,42369,1538.24,1540.23
Low,12.2,6.02,2568,Betty Schroeder,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Advantus Panel Wall Certificate Holder - 8.5x11,Central,Wisconsin,Muskego,2011-02-27,2011-04-03,6,90875,73.19999999999999,79.21999999999998
Critical,17.48,1.99,2568,Betty Schroeder,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Central,Wisconsin,Muskego,2011-05-08,2011-06-08,20,90876,349.6,351.59000000000003
Low,14.98,8.99,2568,Betty Schroeder,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Central,Wisconsin,Muskego,2013-07-21,2013-07-25,11,90877,164.78,173.77
Critical,4.98,4.86,2569,Harvey Hoyle,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 190,West,California,Danville,2011-02-22,2011-02-23,1,90328,4.98,9.84
Critical,3.5700000000000003,4.17,2569,Harvey Hoyle,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,West,California,Danville,2011-02-22,2011-02-24,10,90328,35.7,39.870000000000005
Critical,3.2800000000000002,3.9699999999999998,2569,Harvey Hoyle,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,West,California,Danville,2011-02-22,2011-02-24,5,90328,16.400000000000002,20.37
High,4.98,8.33,2569,Harvey Hoyle,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 198,West,California,Danville,2012-03-31,2012-01-04,3,90330,14.940000000000001,23.270000000000003
Critical,4.37,5.15,2570,Yvonne Stephens,Regular Air,Consumer,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",West,California,Davis,2010-10-25,2010-10-27,19,90327,83.03,88.18
Critical,500.98,56.0,2570,Yvonne Stephens,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,West,California,Davis,2010-10-25,2010-10-26,14,90327,7013.72,7069.72
